playerId,playerName,nationality,club,overall
5427,Kelvin Leerdam,Netherlands,Seattle Sounders FC,70
5428,Petar Škuletić,Serbia,Montpellier HSC,70
5429,Marco Calderoni,Italy,Lecce,70
5430,Pedro José  da Silva Trigueira,Portugal,Moreirense FC,70
5431,Alberto Escassi Oliva,Spain,CD Numancia,70
5432,Michael Jacobs,England,Wigan Athletic,70
5433,Will Grigg,Northern Ireland,Sunderland,70
5434,槙野 智章,Japan,Urawa Red Diamonds,70
5435,Amara Baby,Senegal,Royal Antwerp FC,70
5436,Diego Armando Valentin Contento,Germany,Fortuna Düsseldorf,70
5437,Geoffry Hairemans,Belgium,Royal Antwerp FC,70
5438,林 昭大,Japan,FC Tokyo,70
5439,Ivan Paurević,Croatia,SV Sandhausen,70
5440,Alen Stevanović,Switzerland,Wisła Płock,70
5441,Pascal Testroet,Germany,FC Erzgebirge Aue,70
5442,Juan Rodrigo Rojas Ovelar,Paraguay,Paraguay,70
5443,Raffaele Maiello,Italy,Frosinone,70
5444,Steve Clark,United States,Portland Timbers,70
5445,Sebastián Dubarbier,Argentina,Club Atlético Banfield,70
5446,Xavier Laglais Kouassi,Ivory Coast,FC Sion,70
5447,Gregory Martin Garza Early,United States,FC Cincinnati,70
5448,Luis Ángel Mendoza Escamilla,Mexico,Monarcas Morelia,70
5449,Florentin Pogba,Guinea,Atlanta United,70
5450,Joe Benny Corona Crespín,United States,LA Galaxy,70
5451,José Antonio Madueña López,Mexico,Cruz Azul,70
5452,Lacina Traoré,Ivory Coast,CFR Cluj,70
5453,Alexander Domínguez Carabalí,Ecuador,Vélez Sarsfield,70
5454,Antonio Aldo Caracciolo,Italy,US Cremonese,70
5455,Ermir Lenjani,Albania,FC Sion,70
5456,Brice Dja Djédjé,Ivory Coast,Kayserispor,70
5457,Manuel Riemann,Germany,VfL Bochum 1848,70
5458,Timo Beermann,Germany,1. FC Heidenheim 1846,70
5459,Şamil Çinaz,Germany,Kayserispor,70
5460,Tobias Kempe,Germany,SV Darmstadt 98,70
5461,Claiton Machado dos Santos,Brazil,US Cremonese,70
5462,Ángel Baltazar Sepúlveda Sánchez,Mexico,Club Tijuana,70
5463,Aridai Cabrera Suárez,Spain,RCD Mallorca,70
5464,Waldemar Sobota,Poland,FC St. Pauli,70
5465,Roly Bonevacia,Curacao,Al Faisaly,70
5466,Ricardo van Rhijn,Netherlands,SC Heerenveen,70
5467,Florian Jozefzoon,Netherlands,Derby County,70
5468,William Soares da Silva,Brazil,Gil Vicente FC,70
5469,Ben Rienstra,Netherlands,Kayserispor,70
5470,Luis Pedro Cavanda,Belgium,Standard de Liège,70
5471,Kristof D'Haene,Belgium,KV Kortrijk,70
5472,이용 李镕,Korea Republic,Jeonbuk Hyundai Motors,70
5473,Mauro Quiroga,Argentina,Club Necaxa,70
5474,Alessandro Salvi,Italy,Frosinone,70
5475,Florent Ogier,France,Clermont Foot 63,70
5476,Dominik Kaiser,Germany,Brøndby IF,70
5477,Scott Allan,Scotland,Hibernian,70
5478,Andrea La Mantia,Italy,Lecce,70
5479,Álvaro Vázquez García,Spain,Real Sporting de Gijón,70
5480,Elias Kachunga,DR Congo,Huddersfield Town,70
5481,Mihály Korhut,Hungary,Hungary,70
5482,Botond Baráth,Hungary,Sporting Kansas City,70
5483,Michele Camporese,Italy,Pordenone,70
5484,Zarek  Valentin,Puerto Rico,Portland Timbers,70
5485,Matthías Vilhjálmsson,Iceland,Vålerenga Fotball,70
5486,Akaki Gogia,Germany,1. FC Union Berlin,70
5487,김은선 金殷善,Korea Republic,Central Coast Mariners,70
5488,Ernest Kwabena Asante,Ghana,Al Hazem,70
5489,Hatem Abd Elhamed,Israel,Celtic,70
5490,Daryl Horgan,Republic of Ireland,Hibernian,70
5491,Nahki Wells,Bermuda,Queens Park Rangers,70
5492,Neeskens Kebano,DR Congo,Fulham,70
5493,김기희 金基熙,Korea Republic,Seattle Sounders FC,70
5494,Tim Kister,Germany,SV Sandhausen,70
5495,Valentinos Sielis,Cyprus,Gangwon FC,70
5496,Santiago Vergini,Argentina,San Lorenzo de Almagro,70
5497,Marcello Falzerano,Italy,Perugia,70
5498,Abdoulaye Sadio Diallo,Guinea,Gençlerbirliği SK,70
5499,Florian Raspentino,France,Grenoble Foot 38,70
5500,David Simón Rodríguez Santana,Spain,Deportivo de La Coruña,70
5501,Craig Forsyth,Scotland,Derby County,70
5502,Edwin Gyasi,Ghana,FC Dallas,70
5503,Michael Smith,Northern Ireland,Heart of Midlothian,70
5504,Tom Beugelsdijk,Netherlands,ADO Den Haag,70
5505,Rhu-endly Martina,Curacao,Everton,70
5506,Duvier Orlando Riascos Barahona,Colombia,Universidad Católica,70
5507,Filip Kiss,Slovakia,Ettifaq FC,70
5508,Igor Rossi Branco,Brazil,Al Faisaly,70
5509,Luís Leal dos Anjos,São Tomé & Príncipe,Newell's Old Boys,70
5510,Moritz Kuhn,Germany,SV Wehen Wiesbaden,70
5511,Cristóbal Andrés Jorquera Torres,Chile,CD Palestino,70
5512,Raffaele Pucino,Italy,Ascoli,70
5513,Simon Lundevall,Sweden,IF Elfsborg,70
5514,Miroslav Stevanović,Bosnia Herzegovina,Servette FC,70
5515,Nir Bitton,Israel,Celtic,70
5516,Alexis Henríquez,Colombia,Atlético Nacional,70
5517,Rafael Robayo,Colombia,Atlético Bucaramanga,70
5518,Felipe Martins,Brazil,DC United,70
5519,심원운 沈东云,Korea Republic,Sangju Sangmu FC,70
5520,Fabian Holland,Germany,SV Darmstadt 98,70
5521,Taleb Tawatha,Israel,Eintracht Frankfurt,70
5522,Martín Maximiliano Mantovani,Argentina,UD Las Palmas,70
5523,Filip Starzyński,Poland,Zagłębie Lubin,70
5524,Danny Blum,Germany,VfL Bochum 1848,70
5525,Quentin Bernard,France,AJ Auxerre,70
5526,Omar Ibrahim Omar Othman Hawsawi,Saudi Arabia,Al Nassr,70
5527,Yahia Sulaiman Al Shehri,Saudi Arabia,Al Nassr,70
5528,Hussain Al Moqahwi,Saudi Arabia,Al Ahli,70
5529,Pietro Iemmello,Italy,Perugia,70
5530,Andrés Cadavid,Colombia,Independiente Medellín,70
5531,Leiton Jiménez,Colombia,Tiburones Rojos de Veracruz,70
5532,Daniele Sciaudone,Italy,Cosenza,70
5533,Salman Muwashar,Saudi Arabia,Al Ahli,70
5534,Manuel Prietl,Austria,DSC Arminia Bielefeld,70
5535,José María Martín Bejarano,Spain,Cádiz CF,70
5536,장현수 张贤秀,Korea Republic,Al Hilal,70
5537,Paulo Sérgio Mota,Portugal,AEK Athens,70
5538,Rudy Alejandro Cardozo Fernández,Bolivia,Bolivia,70
5539,Tom Schütz,Germany,DSC Arminia Bielefeld,70
5540,Marco Hartmann,Germany,SG Dynamo Dresden,70
5541,Ben Zolinski,Germany,SC Paderborn 07,70
5542,Philip Heise,Germany,Norwich City,70
5543,정석화 郑硕华,Korea Republic,Gangwon FC,70
5544,Miguel Ángel Garrido Cifuentes,Spain,Málaga CF,70
5545,정재용 郑在勇,Korea Republic,Pohang Steelers,70
5546,Aderllan de Jesus Santos,Brazil,Rio Ave FC,70
5547,Babacar Sarr,Senegal,Damac FC,70
5548,Calmon Wergiton do Rosário,Brazil,Al Shabab,70
5549,Diego Arturo Peralta González,Colombia,Once Caldas,70
5550,Germán  Mera Cáceres,Colombia,Junior FC,70
5551,José Fernando Cuadrado Romero,Colombia,Atlético Nacional,70
5552,Rafael Antonio Caroca Cordero,Chile,Universidad de Chile,70
5553,Christian Alberto Vilches González,Chile,Unión La Calera,70
5554,Andrés Felipe Andrade Torres,Colombia,Club Atlas,70
5555,Jean Carlos Blanco Becerra,Colombia,Unión Magdalena,70
5556,Sebastián Andrés Ubilla Cambón,Chile,Universidad de Chile,70
5557,Carlos Mario Arboleda Ampudia,Colombia,Independiente Santa Fe,70
5558,Román Aureliano Torres Morcillo,Panama,Seattle Sounders FC,70
5559,Elkin Blanco Rivas,Colombia,Atlético Bucaramanga,70
5560,Juan Camilo Angulo Villegas,Colombia,Deportivo Cali,70
5561,Maximiliano Iván Ceratto,Argentina,CD Everton de Viña del Mar,70
5562,Ronnie Alan Fernández Sáez,Chile,Al Fayha,70
5563,Ruben Ignacio Farfan Arancibia,Chile,Coquimbo Unido,70
5564,Juan Caicedo,Colombia,New England Revolution,70
5565,Matías Ibáñez,Argentina,Patronato,70
5566,Fernando Meza,Argentina,Club Necaxa,70
5567,Pablo Alvarado,Argentina,Unión La Calera,70
5568,Mauro Bogado,Argentina,Club Atlético Huracán,70
5569,Leandro Desábato,Argentina,Cerezo Osaka,70
5570,Washington Camacho,Uruguay,Club Tijuana,70
5571,Francisco Cerro,Argentina,Defensa y Justicia,70
5572,Luciano Lollo,Argentina,Club Atlético Banfield,70
5573,Martín Cauteruccio,Uruguay,Cruz Azul,70
5574,Marc Dal Hende,Denmark,FC Midtjylland,70
5575,Riccardo Gagliolo,Italy,Parma,70
5576,Martín Barragán Negrete,Mexico,U.N.A.M.,70
5577,Juan Guillermo Domínguez Cabezas,Colombia,Alianza Petrolera,70
5578,Gabriel Rodrigues de Moura,Brazil,Dinamo Bucureşti,70
5579,Fanendo Adi,Nigeria,FC Cincinnati,70
5580,Yesus Segundo Cabrera Ramírez,Colombia,América de Cali,70
5581,Eric de Oliveira Pereira,Brazil,FC Viitorul,70
5582,Strahil Venkov Popov,Bulgaria,Kasimpaşa SK,70
5583,Leandro Marcos Pereira,Brazil,Sanfrecce Hiroshima,70
5584,山口 蛍,Japan,Vissel Kobe,70
5585,齋藤 学,Japan,Kawasaki Frontale,70
5586,柿谷 曜一朗,Japan,Cerezo Osaka,70
5587,Cristian Penilla,Ecuador,New England Revolution,70
5588,Hakan Arslan,Turkey,Sivasspor,70
5589,José Manuel da Silva Oliveira,Portugal,Santa Clara,70
5590,Emanuel Loeschbor,Argentina,Monarcas Morelia,70
5591,João Ricardo da Silva Afonso,Portugal,Santa Clara,70
5592,Yacine Bammou,Morocco,Alanyaspor,70
5593,Marcos Daniel Riquelme,Argentina,Universidad de Chile,70
5594,Mirko Gori,Italy,Frosinone,70
5595,James Amilkar Sánchez Altamiranda,Colombia,Junior FC,70
5596,蔡慧康,China PR,Shanghai SIPG FC,70
5597,Rafael  Garcia Tonioli Defendi,Brazil,Famalicão,70
5598,Guilherme Haubert Sityá,Brazil,Jagiellonia Białystok,70
5599,Víctor Ignacio Malcorra,Argentina,U.N.A.M.,70
5600,Ricardo Lopes Pereira,Brazil,Jeonbuk Hyundai Motors,70
5601,Ayman Ashraf,Egypt,Egypt,70
5602,Edder Farias,Venezuela,Junior FC,70
5603,Jason Berthomier,France,Clermont Foot 63,70
5604,Mehdi Jean Tahrat,Algeria,Abha Club,70
5605,Paolo Bartolomei,Italy,Spezia,70
5606,Aleksandr Zhirov,Russia,SV Sandhausen,70
5607,Pablo José Rojas Cardales,Colombia,Jaguares de Córdoba,70
5608,Marco João Costa Baixinho,Portugal,FC Paços de Ferreira,70
5609,Ali Al Bulayhi,Saudi Arabia,Al Hilal,70
5610,Martin Victor Álvares Fachini,Brazil,Ceará Sporting Club,70
5611,Breno Evandro Bemposta Dimas,Brazil,Ceará Sporting Club,70
5612,Marlon Rômulo Dias Cavalcanti,Brazil,Cruzeiro,70
5613,Edson Gérson Torres Guerra,Brazil,Avaí FC,70
5614,Flávio Raphael Rebeilo Mestres,Brazil,Santos,70
5615,Dagoberto Josué Pinho Parrela,Brazil,Internacional,70
5616,Bernardo Joshua Mota Damasco,Brazil,Cruzeiro,70
5617,Milton Boas Menceiros Cunha,Brazil,Ceará Sporting Club,70
5618,Elton Matheus Marques Paiva,Brazil,Internacional,70
5619,Luciano Renato Barbosa Baumer,Brazil,Chapecoense,70
5620,Lourival Adnan Diniz Prazeres,Brazil,Fortaleza,70
5621,Anselmo Túlio Marques Barni,Brazil,Fortaleza,70
5622,Marcos Alam Bastos Domingues,Brazil,Santos,70
5623,Renaldo Lorenzo Justinho Neves,Brazil,Botafogo,70
5624,Macario André Louro Padilha,Brazil,Bahia,70
5625,Raphael William Paneira Rochedo,Brazil,Grêmio,70
5626,Diogo Nathan Peixe Barreto,Brazil,Avaí FC,70
5627,Severino Pedro Santos Hermes,Brazil,Cruzeiro,70
5628,Leonardo Fabio Castro Loaiza,Colombia,Independiente Medellín,70
5629,Nicolás Romat,Argentina,Club Atlético Huracán,70
5630,柴崎 晃誠,Japan,Sanfrecce Hiroshima,70
5631,永木 亮太,Japan,Kashima Antlers,70
5632,Jony Allison Reitosa Ribeiro,Brazil,Ceará Sporting Club,70
5633,Jairo Ralph Farnias Almeida,Brazil,Internacional,70
5634,Allan Norberto Ardaújo Alves,Brazil,CSA - AL,70
5635,Rafael Henrique Assis Cardoso,Brazil,Al Fayha,70
5636,Amedeo Benedetti,Italy,Cittadella,70
5637,Jérémy Grimm,France,RC Strasbourg Alsace,70
5638,Michele Castagnetti,Italy,US Cremonese,70
5639,Ernest Seka,Guinea,AS Nancy Lorraine,70
5640,Vinicius Lúcio Trieiro Lobato,Brazil,Botafogo,70
5641,Jailson Pietro Oliva Chiamulera,Brazil,Atlético Mineiro,70
5642,Luan Vágner Sendeiro Zanon,Brazil,Internacional,70
5643,Nilson Leôncio Padilho Borges,Brazil,Chapecoense,70
5644,Christian Ramirez,United States,Houston Dynamo,70
5645,Dever Orgill,Jamaica,MKE Ankaragücü,70
5646,Daniel Keita-Ruel,France,SpVgg Greuther Fürth,70
5647,Eduardo Tercero,Mexico,Tigres U.A.N.L.,70
5648,Vassilios Lampropoulos,Greece,Deportivo de La Coruña,70
5649,Mohamed Fouzair,Morocco,Al Raed,70
5650,Filip Bradarić,Croatia,Cagliari,70
5651,Diego Valdes Giraldo,Colombia,Deportes Tolima,70
5652,Igor Plastun,Ukraine,KAA Gent,70
5653,Giovanni Zarfino,Uruguay,Extremadura UD,70
5654,Malik Asselah,Algeria,Al Hazem,70
5655,José Corpas Serna,Spain,UD Almería,70
5656,Cătălin Golofca,Romania,FC Botoşani,70
5657,Jesús Soraire,Argentina,Arsenal de Sarandí,70
5658,Enrique Sancero,Ecuador,Ecuador,70
5659,Agustín Urzi,Argentina,Club Atlético Banfield,69
5660,Paxton Pomykal,United States,FC Dallas,69
5661,Nicolas Cozza,France,Montpellier HSC,69
5662,Agustín Almendra,Argentina,Boca Juniors,69
5663,Musa Barrow,Gambia,Atalanta,69
5664,Maxence Caqueret,France,Olympique Lyonnais,69
5665,Kamil Jóźwiak,Poland,Lech Poznań,69
5666,David Turnbull,Scotland,Motherwell,69
5667,Domingos Quina,Portugal,Watford,69
5668,Timothy Weah,United States,LOSC Lille,69
5669,Lewis Ferguson,Scotland,Aberdeen,69
5670,Jayden Bogle,England,Derby County,69
5671,Oihan Sancet Tirapu,Spain,Athletic Club de Bilbao,69
5672,Maximiliano Romero,Argentina,Vélez Sarsfield,69
5673,James Justin,England,Leicester City,69
5674,Daniel Arzani,Australia,Celtic,69
5675,Bastien Toma,Switzerland,FC Sion,69
5676,Luca Pellegrini,Italy,Juventus,69
5677,Javier Hernández Carrera,Spain,Real Madrid,69
5678,Ignacio Aliseda,Argentina,Defensa y Justicia,69
5679,Stiven Plaza,Ecuador,Real Valladolid CF,69
5680,Ricardo Márquez,Colombia,Unión Magdalena,69
5681,Jorge Carrascal,Colombia,River Plate,69
5682,Jay Dasilva,England,Bristol City,69
5683,Yan Valery,France,Southampton,69
5684,Ibrahima Niane,Senegal,FC Metz,69
5685,José Juan Macías,Mexico,Club León,69
5686,Sofian Kiyine,Morocco,US Salernitana 1919,69
5687,Ridle Bote Baku,Germany,1. FSV Mainz 05,69
5688,Daniel Gómez Alcón,Spain,CD Tenerife,69
5689,Dejan Joveljić,Serbia,Eintracht Frankfurt,69
5690,Domagoj Bradarić,Croatia,LOSC Lille,69
5691,Nils Körber,Germany,VfL Osnabrück,69
5692,Cameron Carter-Vickers,United States,Stoke City,69
5693,Andy Rinomhota,England,Reading,69
5694,Callum Connolly,England,Everton,69
5695,Silvan Hefti,Switzerland,FC St. Gallen,69
5696,Christopher Martins Pereira,Luxembourg,BSC Young Boys,69
5697,Sarpreet Singh,New Zealand,Bayern München II,69
5698,Matthew Smith,Wales,Queens Park Rangers,69
5699,Kik Pierie,Netherlands,Ajax,69
5700,Zaydou Youssouf,France,AS Saint-Étienne,69
5701,Vlad Mihai Dragomir,Romania,Perugia,69
5702,Ignacio Méndez Navia Fernández,Spain,Real Sporting de Gijón,69
5703,Matías Germán Melluso,Argentina,Gimnasia y Esgrima La Plata,69
5704,Gastón Lódico,Argentina,Club Atlético Lanús,69
5705,Iñigo Vicente Elorduy,Spain,CD Mirandés,69
5706,Javier Sánchez de Felipe,Spain,Real Valladolid CF,69
5707,Josh Onomah,England,Fulham,69
5708,Harold Moukoudi,France,AS Saint-Étienne,69
5709,Jeando Fuchs,Cameroon,Deportivo Alavés,69
5710,Pedro Miguel Lopes Pereira,Portugal,Bristol City,69
5711,Justin Hoogma,Netherlands,FC Utrecht,69
5712,Robin Le Normand,France,Real Sociedad,69
5713,Luis Sinisterra,Colombia,Feyenoord,69
5714,Francesco Cassata,Italy,Genoa,69
5715,Michel Aebischer,Switzerland,BSC Young Boys,69
5716,Silas Gnaka,Ivory Coast,KAS Eupen,69
5717,Florinel Coman,Romania,FCSB (Steaua),69
5718,Hervé Koffi,Burkina Faso,Os Belenenses,69
5719,Ibrahima Diallo,France,Stade Brestois 29,69
5720,Florent Muslija,Germany,Hannover 96,69
5721,Borna Sosa,Croatia,VfB Stuttgart,69
5722,Nikolay Rasskazov,Russia,Spartak Moscow,69
5723,Youssouf Fofana,France,RC Strasbourg Alsace,69
5724,Max Lowe,England,Derby County,69
5725,Lorenzo Montipò,Italy,Benevento,69
5726,Adam Armstrong,England,Blackburn Rovers,69
5727,Yerko Leiva,Chile,Unión La Calera,69
5728,Jason Kerr,Scotland,St. Johnstone FC,69
5729,Nicolai Rapp,Germany,1. FC Union Berlin,69
5730,Antonee Robinson,United States,Wigan Athletic,69
5731,Janni-Luca Serra,Germany,Holstein Kiel,69
5732,Cheick Timite,Ivory Coast,Amiens SC,69
5733,Allan Campbell,Scotland,Motherwell,69
5734,Lincoln Oliveira dos Santos,Brazil,Santa Clara,69
5735,Yan Brice Eteki,Cameroon,Granada CF,69
5736,Emanuele Ndoj,Albania,Brescia,69
5737,Marcus Edwards,England,Tottenham Hotspur,69
5738,Alejandro Pozo Pozo,Spain,Sevilla FC,69
5739,Eddie Livington Segura Martínez,Colombia,Los Angeles FC,69
5740,Chidera Ejuke,Nigeria,SC Heerenveen,69
5741,Amine Bassi,Morocco,AS Nancy Lorraine,69
5742,Ander Guevara Lajo,Spain,Real Sociedad,69
5743,Nicolás Linares,Argentina,Club Atlético Banfield,69
5744,Tomás Alejandro Chancalay,Argentina,Club Atlético Colón,69
5745,Daniel Martín Fernández,Spain,Real Betis,69
5746,Aldo Cruz,Mexico,Club Tijuana,69
5747,Stefano Callegari,Argentina,Newell's Old Boys,69
5748,Gabriel Fuentes,Colombia,Junior FC,69
5749,Hicham Boussefiane,Morocco,Málaga CF,69
5750,Ibrahima Camará,Guinea,Moreirense FC,69
5751,Santiago Arzamendia,Paraguay,Paraguay,69
5752,Christian Walton,England,Blackburn Rovers,69
5753,Dimitri Oberlin,Switzerland,SV Zulte-Waregem,69
5754,Nicolás Giménez,Argentina,Arsenal de Sarandí,69
5755,Dženis Burnić,Germany,SG Dynamo Dresden,69
5756,Christian Rivera Hernández,Spain,UD Las Palmas,69
5757,Bailey Peacock-Farrell,Northern Ireland,Burnley,69
5758,Daniel  Mancini,Argentina,FC Girondins de Bordeaux,69
5759,Jakub Piotrowski,Poland,KRC Genk,69
5760,Joe Aribo,England,Rangers FC,69
5761,Alexis Vega,Mexico,Guadalajara,69
5762,Eric Ocansey,Ghana,KV Kortrijk,69
5763,Dante Vanzeir,Belgium,KV Mechelen,69
5764,Jean Thierry Lazare Amani,Ivory Coast,KAS Eupen,69
5765,Mateo Ezequiel García,Argentina,UD Las Palmas,69
5766,Irvin Cardona,France,Stade Brestois 29,69
5767,Ifeanyi Mathew,Nigeria,Lillestrøm SK,69
5768,Hamza Mendyl,Morocco,FC Schalke 04,69
5769,Andrew Gravillon,France,Sassuolo,69
5770,Rui Pedro  Silva Costa,Portugal,AD Alcorcón,69
5771,Pedro Filipe Figueiredo Rodrigues,Portugal,Vitória Guimarães,69
5772,Emmanuel Apeh,Nigeria,RC Celta,69
5773,Jessy Deminguet,France,Stade Malherbe Caen,69
5774,Mauro Jaqueson J. Ferreira Santos,Brazil,Heracles Almelo,69
5775,Jonas Wind,Denmark,FC København,69
5776,Federico Varela,Argentina,CD Leganés,69
5777,Eike Bansen,Germany,SV Zulte-Waregem,69
5778,Álvaro Aguado Méndez,Spain,Real Valladolid CF,69
5779,Blessing Eleke,Nigeria,FC Luzern,69
5780,Iddrisu Baba Mohammed,Ghana,RCD Mallorca,69
5781,Manconi Soriano Mané,Guinea Bissau,Moreirense FC,69
5782,Agustín Rogel,Uruguay,Toulouse Football Club,69
5783,Mahlon Beresford Baker Romeo,Antigua & Barbuda,Millwall,69
5784,Sondre Løvseth Rossbach,Norway,Odds BK,69
5785,Xavier Quintillá Guasch,Spain,Villarreal CF,69
5786,Luca Palmiero,Italy,Pescara,69
5787,Justen Glad,United States,Real Salt Lake,69
5788,Junior Sambia,France,Montpellier HSC,69
5789,Eamonn Brophy,Scotland,Kilmarnock,69
5790,Cristian Camilo Arrieta Medina,Colombia,Envigado FC,69
5791,Gabriel Alonso Suazo Urbina,Chile,Colo-Colo,69
5792,Jaime Carreño,Chile,Universidad Católica,69
5793,Ignacio Gil,Spain,SD Ponferradina,69
5794,Philipp Lienhart,Austria,SC Freiburg,69
5795,Tomás Pochettino,Argentina,Club Atlético Talleres,69
5796,Jannes-Kilian Horn,Germany,Hannover 96,69
5797,Shaquell Moore,United States,CD Tenerife,69
5798,Messias Rodrigues Silva Jr.,Brazil,Rio Ave FC,69
5799,Leandro Maciel,Argentina,Club Atlético Aldosivi,69
5800,Niklas Hauptmann,Germany,1. FC Köln,69
5801,Juan Soriano Oropesa,Spain,CD Leganés,69
5802,Andrés Iniestra Vázquez Mellado,Mexico,U.N.A.M.,69
5803,Deyovaisio Zeefuik,Netherlands,FC Groningen,69
5804,Clément Michelin,France,Racing Club de Lens,69
5805,Adrián Diéguez Grande,Spain,AD Alcorcón,69
5806,Lazaros Lamprou,Greece,PAOK,69
5807,Óscar Cabezas,Colombia,Patriotas Boyacá FC,69
5808,Keidi Bare,Albania,Málaga CF,69
5809,Dylan Vente,Netherlands,Feyenoord,69
5810,Rominigue Kouamé N'Guessan,Mali,KSV Cercle Brugge,69
5811,Jan Repas,Slovenia,Stade Malherbe Caen,69
5812,Hernán De la Fuente,Argentina,Vélez Sarsfield,69
5813,Giorgi Kharaishvili,Georgia,IFK Göteborg,69
5814,Domenico Frare,Italy,Cittadella,69
5815,Henry Vaca,Bolivia,Bolivia,69
5816,Adam Bareiro,Paraguay,San Lorenzo de Almagro,69
5817,Nihad Mujakić,Bosnia Herzegovina,KV Kortrijk,69
5818,Pedro Miguel Gaspar Amaral,Portugal,Rio Ave FC,69
5819,Willyan da Silva Rocha,Brazil,Portimonense SC,69
5820,Jordi Vanlerberghe,Belgium,KV Mechelen,69
5821,Lucas Cháves,Argentina,Argentinos Juniors,69
5822,Marius Gersbeck,Germany,Karlsruher SC,69
5823,Jesse Gonzalez,United States,FC Dallas,69
5824,Denilson Pereira Junior,Brazil,CD Tondela,69
5825,Liam Lindsay,Scotland,Stoke City,69
5826,Hamza Sakhi,Morocco,AJ Auxerre,69
5827,Sulayman Marreh,Gambia,KAS Eupen,69
5828,Alejandro Mula Sánchez,Spain,Málaga CF,69
5829,Niclas Eliasson,Sweden,Bristol City,69
5830,Recep Niyaz,Turkey,Denizlispor,69
5831,Jordan Larsson,Sweden,Spartak Moscow,69
5832,Ben Whiteman,England,Doncaster Rovers,69
5833,Enrique Barja Afonso,Spain,CA Osasuna,69
5834,Javier Muñoz Jiménez,Spain,Deportivo Alavés,69
5835,Zander Mateo Cassierra Cabezas,Colombia,Racing Club,69
5836,Rafik Zekhnini,Norway,FC Twente,69
5837,Patrick Joosten,Netherlands,FC Utrecht,69
5838,Dries Wouters,Belgium,KRC Genk,69
5839,Benjamin Van Durmen,Belgium,Royal Excel Mouscron,69
5840,Iker Undabarrena Martínez,Spain,CD Tenerife,69
5841,Joshua Mees,Germany,1. FC Union Berlin,69
5842,Giorgi Aburjania,Georgia,FC Twente,69
5843,Barış Atik,Turkey,SG Dynamo Dresden,69
5844,Cédric Kipré,Ivory Coast,Wigan Athletic,69
5845,Silvère Ganvoula M'boussy,Congo,VfL Bochum 1848,69
5846,Isaac Sackey,Ghana,Alanyaspor,69
5847,Ortwin De Wolf,Belgium,KAS Eupen,69
5848,Marc Gual Huguet,Spain,Girona FC,69
5849,Vasilije Janjičić,Switzerland,Hamburger SV,69
5850,Cauly Oliveira Souza,Brazil,SC Paderborn 07,69
5851,Lewis Wing,England,Middlesbrough,69
5852,Junior Pius,Nigeria,Royal Antwerp FC,69
5853,Edwar López,Colombia,Estudiantes de La Plata,69
5854,Altay Bayındır,Turkey,Fenerbahçe SK,69
5855,Iulian Cristea,Romania,FCSB (Steaua),69
5856,Gonçalo Rosa Pereira Rodrigues,Portugal,Famalicão,69
5857,Daniel Bachmann,Austria,Watford,69
5858,Fabrice Ondoa,Cameroon,KV Oostende,69
5859,Paweł Dawidowicz,Poland,Hellas Verona,69
5860,Ashley Fletcher,England,Middlesbrough,69
5861,Hervin Ongenda,DR Congo,FC Botoşani,69
5862,Duane Holmes,United States,Derby County,69
5863,Farès Bahlouli,France,LOSC Lille,69
5864,Francisco Miguel Varela Martín,Spain,Os Belenenses,69
5865,Gustav Engvall,Sweden,KV Mechelen,69
5866,Carlos Strandberg,Sweden,Örebro SK,69
5867,Jan Gyamerah,Germany,Hamburger SV,69
5868,Owalabi Saturnin Allagbé Kassifa,Benin,Chamois Niortais Football Club,69
5869,Jack Byrne,Republic of Ireland,Shamrock Rovers,69
5870,Juan José Narváez,Colombia,Real Betis,69
5871,Alexis Rafael Pérez Fontanilla,Colombia,Querétaro,69
5872,Joseph Minala,Cameroon,Lazio,69
5873,Héctor Fertoli,Argentina,San Lorenzo de Almagro,69
5874,Leonardo Morosini,Italy,Brescia,69
5875,韦世豪,China PR,Guangzhou Evergrande Taobao FC,69
5876,Timon Wellenreuther,Germany,Willem II,69
5877,Max Clark,England,Vitesse,69
5878,Richard Neudecker,Germany,VVV-Venlo,69
5879,Marcos Curado,Argentina,Crotone,69
5880,Jon Gorenc Stanković,Slovenia,Huddersfield Town,69
5881,Jannik Dehm,Germany,Holstein Kiel,69
5882,Jakub Hromada,Slovakia,SK Slavia Praha,69
5883,Leonardo Godoy,Argentina,Club Atlético Talleres,69
5884,Dávid Ivan,Slovakia,Chievo Verona,69
5885,Luis Caicedo,Colombia,New England Revolution,69
5886,이승우 李昇佑,Korea Republic,Hellas Verona,69
5887,中谷 进之介,Japan,Nagoya Grampus,69
5888,喜田 拓也,Japan,Yokohama F. Marinos,69
5889,三竿 健斗,Japan,Kashima Antlers,69
5890,Marcel Hartel,Germany,DSC Arminia Bielefeld,69
5891,Matt Turner,United States,New England Revolution,69
5892,Yakou Meité,Ivory Coast,Reading,69
5893,Thiago Martins Bueno,Brazil,Yokohama F. Marinos,69
5894,José Antonio Caro Díaz,Spain,SD Ponferradina,69
5895,David Bates,Scotland,Sheffield Wednesday,69
5896,Valentin Cojocaru,Romania,FC Viitorul,69
5897,Cristian Salvador González,Spain,Real Sporting de Gijón,69
5898,Samuel Tetteh Kotoko,Ghana,LASK Linz,69
5899,Kevin Broll,Germany,SG Dynamo Dresden,69
